asset,type,capacity,capacity_storage_energy,is_seasonal,consumer_balance_sense,discount_rate,economic_lifetime,energy_to_power_ratio,investment_group,investment_integer,investment_integer_storage_energy,investment_method,max_ramp_down,max_ramp_up,min_operating_point,ramping,storage_method_energy,technical_lifetime,unit_commitment,unit_commitment_integer,unit_commitment_method,use_binary_storage_method
IT_Solar,producer,236.134,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
IT_Wind_Offshore,producer,18.5,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
IT_Wind_Onshore,producer,38.21,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
IT_electrolyzer,conversion,16.66666667,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
LT_Battery,storage,3.658,10.974,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
LT_E_Demand,consumer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
LT_E_ENS,producer,2.8506005,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
LT_Gas,producer,0.293,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
LT_H_Demand,consumer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
LT_Hydro,producer,0.126,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
LT_Pump_Hydro_Closed,storage,0.93,10.6,true,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
LT_Solar,producer,7.576,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
LT_Wind_Offshore,producer,7.6,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
LT_Wind_Onshore,producer,5.65,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
LT_electrolyzer,conversion,2.066210046,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
LU_E_Demand,consumer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
LU_E_ENS,producer,2.25117408,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
LU_H_Demand,consumer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
LU_Hydro,producer,0.043,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
LU_Pump_Hydro_Closed,storage,1.31,5.0,true,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
LU_Solar,producer,2.19,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
LU_Wind_Onshore,producer,0.6,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
LU_electrolyzer,conversion,0.51369863,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
LV_Battery,storage,0.149,0.447,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
LV_E_Demand,consumer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
LV_E_ENS,producer,2.1129151,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
LV_Gas,producer,0.073,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
LV_H_Demand,consumer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
LV_Hydro,producer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
LV_Solar,producer,0.605,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
LV_Wind_Offshore,producer,7.5,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
LV_Wind_Onshore,producer,0.352,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
LV_electrolyzer,conversion,0.308219178,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
MT_E_Demand,consumer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
MT_E_ENS,producer,0.6236784,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
MT_Gas,producer,0.45,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
MT_H_Demand,consumer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
MT_Solar,producer,0.374,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
MT_electrolyzer,conversion,0.068493151,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
NL_Battery,storage,52.294,156.882,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
NL_E_Demand,consumer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
NL_E_ENS,producer,33.7758785,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
NL_Gas,producer,15.25,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
NL_H_Demand,consumer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
NL_OCGT,producer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
NL_Solar,producer,99.984,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
NL_Wind_Offshore,producer,49.653,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
NL_Wind_Onshore,producer,20.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
NL_electrolyzer,conversion,16.00456621,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
NO_E_Demand,consumer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
NO_E_ENS,producer,30.10965055,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
NO_H_Demand,consumer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
NO_Hydro_Reservoir,storage,30.728,89577.4,true,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
NO_Pump_Hydro_Open,storage,0.76,4.56,true,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
NO_Solar,producer,11.94,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
NO_Wind_Offshore,producer,9.947,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
NO_Wind_Onshore,producer,6.924,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
NO_electrolyzer,conversion,9.032895165,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
OBZLL_E_Demand,consumer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
OBZLL_H_Demand,consumer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
OBZLL_Wind_Offshore,producer,2.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
OBZLL_electrolyzer,conversion,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
PL_Coal,producer,2.496,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
PL_E_Demand,consumer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
PL_E_ENS,producer,33.64676534,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
PL_Gas,producer,8.223,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
PL_H_Demand,consumer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
PL_Hydro,producer,0.794,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
PL_Hydro_Reservoir,storage,0.272,0.8,true,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
PL_Pump_Hydro_Closed,storage,1.323,6.3,true,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
PL_Pump_Hydro_Open,storage,0.216,1.5,true,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
PL_Solar,producer,54.303,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
PL_Wind_Offshore,producer,10.9,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
PL_Wind_Onshore,producer,62.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
PL_electrolyzer,conversion,14.94292237,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
PT_Battery,storage,3.294,9.882,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
PT_E_Demand,consumer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
PT_E_ENS,producer,18.91067469,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
PT_Gas,producer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
PT_H_Demand,consumer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
PT_Hydro,producer,4.271,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
PT_Hydro_Reservoir,storage,3.766,1289.6,true,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
PT_Pump_Hydro_Open,storage,3.832,2017.9,true,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
PT_Solar,producer,29.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
PT_Wind_Offshore,producer,9.978,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
PT_Wind_Onshore,producer,13.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
PT_electrolyzer,conversion,3.515981735,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
RO_Battery,storage,1.346,4.038,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
RO_Coal,producer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
RO_E_Demand,consumer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
RO_E_ENS,producer,14.2691448,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
RO_Gas,producer,5.84,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
RO_H_Demand,consumer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
RO_Hydro,producer,5.958,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
RO_Hydro_Reservoir,storage,2.579,2425.3,true,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
RO_Nuclear,producer,3.087,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
RO_OCGT,producer,0.167,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
RO_Pump_Hydro_Open,storage,0.839,1506.4,true,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
RO_Solar,producer,34.194,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
RO_Wind_Offshore,producer,1.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
RO_Wind_Onshore,producer,9.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
RO_electrolyzer,conversion,4.897260274,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
SE_Battery,storage,0.543,1.629,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
SE_E_Demand,consumer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
SE_E_ENS,producer,30.5003913,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
SE_Gas,producer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
SE_H_Demand,consumer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
SE_Hydro_Reservoir,storage,16.447,31931.326,true,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
SE_Nuclear,producer,11.6,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
SE_OCGT,producer,0.097,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
SE_Solar,producer,46.5,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
SE_Wind_Offshore,producer,14.6,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
SE_Wind_Onshore,producer,49.1,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
SE_electrolyzer,conversion,8.664383562,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
SI_Battery,storage,0.065,0.195,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
SI_Coal,producer,0.575,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
SI_E_Demand,consumer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
SI_E_ENS,producer,3.1439856,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
SI_Gas,producer,2.282,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
SI_H_Demand,consumer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
SI_Hydro,producer,0.312,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
SI_Nuclear,producer,1.1,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
SI_OCGT,producer,1.126,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
SI_Pump_Hydro_Closed,storage,0.18,2.6,true,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
SI_Solar,producer,35.948,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
SI_Wind_Offshore,producer,3.2,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
SI_Wind_Onshore,producer,7.554,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
SI_electrolyzer,conversion,0.650684932,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
SK_Battery,storage,2.462,7.386,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
SK_Coal,producer,0.251,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
SK_E_Demand,consumer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
SK_E_ENS,producer,6.3584868,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
SK_Gas,producer,1.341,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
SK_H_Demand,consumer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
SK_Hydro,producer,1.446,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
SK_Hydro_Reservoir,storage,0.021,17.242,true,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
SK_Nuclear,producer,3.096,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
SK_Pump_Hydro_Closed,storage,0.65,4.1,true,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
SK_Pump_Hydro_Open,storage,0.276,45.55,true,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
SK_Solar,producer,5.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
SK_Wind_Onshore,producer,2.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
SK_electrolyzer,conversion,2.716894977,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
UK_Battery,storage,12.932,38.796,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
UK_E_Demand,consumer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
UK_E_ENS,producer,118.6302474,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
UK_Gas,producer,9.505,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
UK_H_Demand,consumer,0.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
UK_Hydro,producer,2.513,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
UK_Nuclear,producer,16.0,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
UK_OCGT,producer,1.243,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
UK_Pump_Hydro_Closed,storage,2.744,26.4,true,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
UK_Solar,producer,63.715,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
UK_Wind_Offshore,producer,110.458,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
UK_Wind_Onshore,producer,53.918,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
UK_electrolyzer,conversion,35.58907422,0.0,false,==,0.0,1,0.0,,false,false,none,0.0,0.0,0.0,false,false,1,false,false,,
